bond_length_angstrom,vqe_energy_hartree,exact_energy_hartree,uff_energy_kcal_mol,abs_vqe_minus_exact_hartree,uff_energy_hartree_equiv
0.4,-0.9043620998467814,-0.9141497046270874,44.99644578913815,0.009787604780306047,0.07170640070549461
0.5222222222222223,-1.0610704188608517,-1.073819339164614,16.370588994586914,0.01274892030376229,0.026088194159419043
0.6444444444444445,-1.1120902941911133,-1.1287959803857854,1.9159484349620384,0.016705686194672165,0.0030532581807076247
0.7666666666666667,-1.1147795718510083,-1.1365001725116497,1.632524110263521,0.02172060066064141,0.0026015927693603573
0.888888888888889,-1.0944308453480578,-1.122434992328069,15.52031602049136,0.02800414698001119,0.02473319792537724
1.011111111111111,-1.098791017973023,-1.0987912872300987,43.57932416564553,2.6925707574676494e-07,0.06944807364875823
1.1333333333333333,-1.0716837664685883,-1.0716844299803254,85.80954854572607,6.635117371089905e-07,0.1367462199395034
1.2555555555555555,-0.9873332737005094,-1.0445857829428211,142.21098916073296,0.05725250924231173,0.22662763679761266
1.3777777777777778,-0.9552939610429115,-1.0196571008479332,212.78364601066622,0.06436313980502162,0.3390923242230861
1.5,-0.9981484458765562,-0.9981493534714057,297.5275190955258,9.075948494974284e-07,0.4741402822159237
